idcode	birth_yr87	age87	race87	grade87	not_smsa87	south87	ttl_exp87	tenure87	hours87	ln_wage87
257	49	37	2	16	0	1	10.26923	1.333333	40	2.346746
258	48	38	2	14	0	0	16.85257	9.916667	40	2.084861
259										
260	50	36	1	12	0	0	9.525641	1	40	1.829231
261	46	40	1	12	0	0	4.134615	1.416667	40	1.674185
262	43	43	1	14	0	1	13.21154	.0833333	40	1.430455
263										
264										
265	44	42	1	14	0	1	9.692307	.75	40	2.018242
266										
267										
268	50	36	1	11	0	0	4.679487	3.916667	24	1.682009
269										
270										
271	51	35	1	11	0	0	9.916666	9.833333	40	1.749636
272										
273	46	40	1	12	0	0	8.346154	.0833333	20	1.07378
275	49	37	1	10	0	0	7.403846		24	1.430455
276	53	33	1	12	0	0	14.66667	14.66667	11	1.937272
278										
279	53	34	1	16	0	0	14.32692	5.75	36	2.337907
280										
282										
283										
284										
285	49	37	1	13	0	0	8.814102	1.25	45	1.536615
286										
287	46	40	1	12	0	0	4.346154	.3333333	10	1.570217
288										
289	43	43	1	12	1	0	17.65385	.4166667	52	1.029977
290	51	35	1	18	0	1	5.807693	.9166667	42	2.010112
291	45	41	1	12	1	0	6.326923	4.333333	36	.9162907
292										
293										
294	53	33	1	12	0	0	14.1859	.3333333	32	1.876422
296	44	42	1	12	0	0	13.82692	10	32	1.950438
297										
298	50	36	1	16	0	1	10.66667	.9166667	45	2.289117
299										
300										
301	50	36	1	18	0	0	13.51923	5.083333	40	2.354714
302										
303										
304	43	43	1	17	0	0	7.384615	0	50	1.16909
305										
306	51	36	1	14	0	0	15.50641	12.08333	40	2.024886
307										
308										
309										
311	47	39	1	14	0	1	16.13461	2	60	1.901707
312	52	34	1	15	0	0	8.673077	1.916667	24	2.098285
313										
314										
315	50	36	1	16	0	0	13.5	.0833333	50	3.342956
316										
318										
319	42	44	1	12	0	0	7.346154	1.333333	18	3.153222
320										
321										
322	46	40	1	14	1	0	10.65385	.3333333	15	1.83592
324										
325	53	33	1	12	0	0	14.75	1.916667	30	2.595479
326										
327										
329	46	41	2	14	0	0	17.73077	1.166667	40	2.332241
330										
331	51	36	2	15	0	0	11.95513	11	40	2.016017
332										
333	53	33	2	16	0	0	12.48077	10.16667	40	2.346746
334										
335										
336	44	42	1	12	0	0	11	.1666667	25	2.105438
337										
338	47	39	1	14	1	0	7.653846	0	19	1.624376
339										
340										
341	47	39	2	14	0	0	16.25641	4.75	40	2.346746
342										
344										
345	42	44	1	12	0	0	8.891026	3.75		2.123602
346										
347	51	35	1	14	0	0	15.75	15.66667	35	2.480577
348										
349										
350	48	38	2	14	0	0	15.15385	1	40	2.116577
351	53	33	2	16	0	0	6.083333	1.583333	40	1.727592
352	53	33	1	13	0	0	13.05769	12.83333	20	1.708087
353	52	34	1	10	0	0	11.62821	2	30	2.267702
354	51	35	1	12	1	0	5.76282	1.166667	40	.577139
355										
356	44	42	1	16	0	0	9.076923	8.416667	40	1.916578
358	43	44	1	12	0	0	23.14743	16.08333	40	2.018242
359										
360	51	36	1	12	0	0	13.87821	9.666667	40	1.860938
361										
362	49	37	1	12	1	0	4.711538	.3333333	10	1.156018
363	46	40	1	12	0	0	10.21795	7.916667	38	2.141442
366										
367	50	36	1	13	1	0	6.75	6.75	35	2.166662
368	46	41	1	15	0	0	16.82692	.6666667	25	1.533011
369										
370	44	42	1	10	0	0	7.538462	.0833333	35	1.629306
371										
372										
376	46	40	1	12	0	0	16.08333	16.08333	40	2.123602
377	50	37	1	16	0	1	12.29487	2.5	45	3.576152
379	45	42	1	13	0	0	20.29487	18.75	40	1.945671
380	52	35	1	12	0	0	14.71154	11.58333	40	2.202784
381										
382										
383	51	35	1	18	0	0	15.6859	15.66667	40	2.683218
384	47	39	1	13	0	0	5.826923	.3333333	5	2.529068
385										
386	48	38	1	16	0	0	14.23718	8.166667	50	3.113887
387										
388										
389										
390	46	40	1	16	0	0	6.897436	1.75	15	1.612777
391										
392										
393	47	39	2	11	1	1	9.057693	6.083333	40	1.238322
394										
395	51	35	1	16	1	0	15	12.41667	40	1.86871
396	51	35	1	14	0	0	12.26923	.4166667	32	1.07378
397										
398	53	33	1	16	0	0	9.961538	5	40	2.167619
399	50	36	1	16	0	0	15.32692	4.5	50	2.476369
400										
401										
402	52	34	1	12	0	0	12.16667	7.833333	40	1.802019
403	47	39	1	12	0	0	9.166667	9.166667	40	1.671045
404										
406	52	34	1	12	0	0	11.75641	2.833333	40	1.681991
407	51	35	1	18	1	0	8.153846	3.333333	20	.4733421
408										
409	51	35	1	14	0	0	10.66026	.3333333	19	1.658387
410	44	42	1	14	1	0	10.76282	1	38	2.057462
411	53	33	1	12	0	0	6.173077	1.166667	40	1.430455
412										
413										
414	51	35	1	16	0	0	13.70513	4.083333	40	1.653599
415	52	34	1	15	0	0	7.865385	1.916667	30	1.27263
416										
417										
418										
419	52	35	1	12	0	0	7.096154	.9166667	40	1.73056
420	53	33	1	16	0	0	11.8141	5.083333	40	2.11859
421										
422	51	35	1	11	0	0	11.37821	5.833333	35	.5818229
423	46	41	1	12	1	1	11.57051	4.333333	20	1.653599
424										
425	53	33	1	12	1	0	7.480769	.3333333	40	1.207312
426										
427	51	36	1	12	0	0	18.91667	4.083333	30	1.900459
428										
429	45	41	1	13	0	1	4.50641	1.75	40	.9778981
430										
431	52	34	1	16	1	0	14.53205	6.833333	38	2.511582
432	51	35	1	12	0	0	7.775641	5.333333	55	2.123602
433	44	42	1	13	0	0	11.89103	.4166667	20	1.900459
434	53	33	1	12	0	0	5.532051	1	24	1.653599
435										
436	50	36	1	12	0	0	16.83333	16.83333	40	2.072309
437										
438										
439										
440	51	35	1	11	0	0	11.92308	1.5	38	2.012671
441	45	41	1	9	0	0	1.769231	.1666667	8	1.766927
442										
443	51	35	1	13	0	0	9.762821	.3333333	20	1.430455
444										
445										
446										
447	49	38	1	12	0	0	12.74359	2.583333	37	2.301748
448	49	37	1	16	1	0	7.846154	2.833333	45	2.005944
449	42	44	1	14	0	0	7.365385	5.5	42	2.099309
450	49	37	1	14	1	0	16.30769	10.5	40	2.467192
451	47	39	1	10	0	0	4.467949	4.416667	35	1.340531
452										
453										
454										
455	49	38	1	13	0	0	9.596154	.6666667	8	1.990071
456	52	34	1	12	0	0	5.673077		35	1.340531
457	49	37	1	14	0	0	8.961538	2.25	44	2.181871
458										
459	49	37	1	8	0	0	17.78846	9	40	1.83592
460	46	40	1	13	1	0	5.5	.1666667	32	1.479245
461										
462										
463										
464										
465										
466										
467	47	39	1	14	1	0	15.98077	6.833333	40	1.829231
469	53	33	1	11	1	0	13.98718	8.416667	40	1.549126
470										
471										
472										
474	52	34	1	12	0	0	5.871795	.1666667	10	1.029977
475										
476										
477	46	41	1	12	1	0	8.929487	.8333333	20	1.207312
478	49	37	1	12	0	0	4.724359	.5	25	1.799256
479										
480										
481	51	35	1	12	1	0	13.01923	5.833333	38	1.972779
482										
483	45	41	1	12	1	0	4.314102	1.583333	40	1.488724
484										
485										
486	50	37	2	18	0	0	14.44231	5.416667	40	2.354714
487	52	34	2	12	1	0	11.09615	1.75	40	1.142773
488										
489	47	39	1	12	1	0	17.22436	4.333333	45	2.14927
490										
491										
492	49	37	1	12	0	0	12.78846	2.416667	42	1.961084
493										
494	53	33	1	12	0	0	14	13.91667	40	1.779702
495	50	36	1	16	0	0	12.25	12.16667	45	2.132562
496	48	38	1	12	0	0	17.01923	10.25	38	2.435489
497										
498										
499	49	37	1	10	1	1	4.5	4.416667	40	1.276543
500										
501										
502										
504	44	42	1	16	0	0	13.92308	13	40	2.445686
505	52	34	1	14	1	0	17.25	17.25	18	1.678877
506										
507	48	38	1	12	1	0	7.019231	4.5	40	1.789527
508										
509	51	35	1	17	1	1	15.0641	7.333333	40	1.978576
510	53	33	1	12	1	0	7.839744	6.083333	40	2.084861
511										
512	53	33	1	12	0	0	6.301282	.9166667	50	1.207312
513										
515										
516	52	34	1	12	0	0	11.94231	5.5	40	1.516632
517										
518	45	41	1	12	1	0	15.58333	15.58333	40	1.860938
519	52	35	1	12	0	1	11.09615	4.333333	40	1.976261
520										
521	49	37	1	7	1	0	5.153846	2.666667	40	1.394326
522	47	39	1	14	0	0	8.211538	5.5	40	1.69282
523										
524	49	37	1	12	0	0	20.36539	2.333333	25	1.488724
526	49	37	1	12	0	0	8.711538	2.333333	35	1.892931
527										
528										
529										
531										
532										
533	53	33	1	16	0	0	9.717949	2.333333	40	1.653599
534										
536										
537										
538	42	44	1	12	0	0	8.679487	7.5	52	1.811628
539										
540	46	40	1	9	0	0	6.269231	2.75	30	1.362176
541										
542	45	42	1	12	0	0	19.07051	2	30	2.81675
543	46	40	1	6	0	0	2.038461	0	40	1.325095
544										
545										
546										
547	46	40	1	12	0	0	14.0641	4.25	38	1.362176
548	49	37	1	12	0	0	8.230769	1.333333	38	1.538412
549	45	41	1	12	0	0	15.67308	3.75	24	1.602243
550										
551										
553										
554										
555	52	35	1	12	0	0	15	0	40	2.529068
557										
558	45	41	2	12	0	0	5.032051	.8333333	35	2.152189
560										
561										
562	44	43	2	12	0	0	6.698718	0	37	1.766927
563										
564										
565										
566										
567										
568										
570	51	35	2	16	0	0	10.26923	9	26	3.247557
571	53	33	2	15	0	0	8.576923	2.083333	38	2.60541
572										
573										
574										
575										
576										
577										
579										
580										
582										
584	46	40	1	12	0	0	13.27564	2.25	35	2.375139
585	45	42	1	12	0	0	15.96795	0	40	2.123602
586	52	35	2	12	0	0	9.423077	.5	35	2.439143
587										
588										
589										
590										
591										
593										
594										
595	48	39	1	12	0	0	10.21154	.1666667	30	1.362176
596										
597										
598										
599										
600										
601										
602										
604	45	41	1	12	1	0	2.25	.25	25	1.550901
606	45	41	1	16	0	0	15.85256	.9166667	40	.1856602
608	43	44	1	16	0	0	9.147436	1.666667	30	1.860938
609										
612	44	42	2	11	0	0	3.275641	.9166667	30	1.494368
614	46	41	1	12	0	0	19	19	35	2.480577
615										
616										
617	46	40	1	17	0	0	13.69231	13.33333	35	2.959983
618	48	38	1	16	0	1	3.288461	.9166667	40	2.043476
619										
620										
621										
622										
623										
624										
625										
626										
627										
628	43	43	1	12	0	0	11.14103	5.916667	20	1.499687
630										
633										
634										
635	47	39	1	12	0	0	8.25	1	21	1.995769
636										
637										
638										
639										
641	45	41	1	18	0	0	10.95513	9.333333	40	2.554085
642	45	41	1	17	0	0	10.34615	.3333333	32	1.900459
643	47	39	1	15	0	0	12.55769	.5833333	40	2.629817
644	53	33	1	17	0	0	12.50641	.4166667	35	2.335482
645										
646	46	41	1	16	0	0	17.34615	14.25	20	2.577858
647										
648										
649										
651										
652										
653										
654	43	43	1	14	0	1	10	1.5	40	1.990071
655	43	43	1	13	1	0	9.910257	.25	37	2.632225
656										
658										
659	50	36	1	17	0	0	9.23718	2.333333	35	2.357884
660	53	33	1	18	0	0	10.90385	2.083333	45	1.792316
661										
663										
664	45	41	1	12	0	0	4.942308	.1666667	27	1.156018
665	48	38	1	8	0	1	13.65385	8.083333	40	1.653599
666										
669										
670	43	43	1	16	0	0	19	19	40	2.25463
671	42	44	1	12	0	1	10.36539	.25	40	1.653599
672										
673										
674										
675										
676	52	34	1	14	0	0	13.36539	10.58333	28	2.846308
677										
678										
679	43	43	1	13	0	0	7.166667	7.083333	35	1.969285
681										
683	43	43	1	17	0	0	9.185898	5.25	40	2.522378
684	51	35	1	12	0	0	10.34615	1.75	40	2.084861
685										
686										
687										
688	49	37	1	9	0	0	5.134616	.8333333	30	1.430455
689	51	35	1	15	0	1	6.160256	.3333333	40	1.653599
690										
691	43	43	1	12	0	0	13.32692	11.66667	38	2.750609
692	42	44	1	12	0	0	6.967948	2.333333	20	1.430455
693	46	40	1	12	0	0	6.570513	2	40	1.653599
694	45	42	1	14	0	1	10.41667	.4166667	43	1.907931
695										
696	44	42	1	14	0	0	10.32051	5	38	1.573689
697	46	40	1	14	0	0	14.11539	0	40	2.11859
698	50	36	1	17	1	0	14.72436	1	37	2.855489
699	44	42	1	16	0	0	10	0	40	3.000736
700										
701										
703										
705										
706										
707										
708										
709										
710										
711										
712										
714	52	34	1	18	0	0	8.442307	.6666667	40	2.489633
715										
716	49	38	1	12	0	0	17.80128	11.41667	40	2.802143
718	50	36	2	10	0	0	.897436	.1666667	40	1.142773
719	49	37	2	11	0	0	2.269231	0	30	1.661567
720										
722										
723										
724	53	33	1	13	0	0	12.64103	8.583333	40	2.084861
725										
726										
727	50	36	1	12	0	0	17.58333	0	53	2.142424
728										
729										
730	44	42	1	12	0	0	12.80128	3.833333	38	2.340325
731	46	40	1	12	1	1	16.32692	7	45	2.270296
732	48	38	1	16	0	0	15.34615	4.75	40	1.391714
733										
734										
735										
736										
737	47	39	1	17	0	0	11.71795	5.416667	20	1.860938
738										
739										
740										
741	46	40	1	16	0	0	4.903846	.3333333	12	1.612777
742										
744										
745	49	37	1	12	1	0	12.86539	.1666667	40	1.916578
746										
747										
748	49	37	1	12	0	1	18.26923	5.166667	38	2.357092
749	53	33	1	12	0	0	15.60256	2	35	2.481976
750	53	33	1	12	0	1	13.84615	3	45	1.831912
751										
752										
753										
754	52	34	1	12	1	1	3.711539	.5		.5191513
756										
757	45	41	1	18	0	0	17.30769	17.16667	40	3.000736
758										
759										
760										
761	46	40	2	13	0	0	17.33333	17.25	35	2.441329
762	47	39	2	13	0	0	16.1859	16.08333	38	2.394392
763	51	35	2	15	0	0	7.173077	6.5	35	2.218003
764	44	42	2	11	0	0	13.95513	5.583333	38	2.030389
765	53	33	1	16	0	0	8.243589	.6666667	12	2.288144
766										
767										
768										
769	46	40	1	12	0	0	11.92308	4.083333	40	1.16909
770	47	39	1	18	0	0	17.33333	17.33333	40	2.505457
771	50	36	1	18	0	0	12.91667	9.416667	40	2.384427
772										
773	51	36	1	16	0	1	12.37821	4.583333	40	2.133553
775	52	34	1	16	0	0	10.38461	10.33333	18	2.220449
776										
777										
778										
779	46	41	1	18	0	0	12.76923	3.416667	60	1.774045
780										
781										
783										
784	43	43	1	16	0	1	13.75	9.166667	70	1.803397
785	43	43	1	18	0	1	11.42949	1.333333	35	2.112541
786										
787										
789										
790	49	37	1	14	0	0	12.42308	1.583333	40	2.084861
791	52	35	1	16	0	0	10.73077	4	40	2.42074
792	52	35	1	10	0	0	7.653846	2.583333	50	2.043476
793	48	38	1	13	0	0	8.423077	.75	10	1.766927
794										
795	44	43	2	10	0	0	13.96154	8.833333	40	2.615245
796	50	37	1	12	0	0	8.083334	1.666667	35	1.550901
797										
798	49	37	1	11	0	0	7.224359	2.166667	40	2.282314
800	50	36	2	12	1	1	17.99359	6.5	40	2.384427
801										
802	49	37	1	12	1	0	9.775641	2	35	1.563236
803										
804										
805										
807										
808	49	37	1	12	0	0	12.07692	5.583333	40	1.853105
809	47	39	1	12	0	0	9.583334	3.5	40	1.86871
810	48	38	1	12	0	0	20.66026	20.5	40	2.316699
811										
812										
813	53	33	1	14	0	0	13.08333	13.08333	45	2.777489
814	46	40	1	12	0	0	5.416667	0	30	1.718637
815										
816	52	35	2	16	0	0	6.935898	.3333333	35	1.69282
817	45	41	2	11	0	0	4.788462	2.416667	40	1.394326
818										
819	46	41	1	16	0	0	9.442307	7.333333	40	2.133553
820										
821	49	37	1	12	0	0	7.346154	2	10	1.766927
822										
823	53	33	1	12	0	0	11.91667	11.91667	40	1.734994
824	44	42	1	10	1	0	13.0641	13	40	1.87898
825	45	41	1	18	0	0	17.41667	17.41667	40	2.726277
826										
827	49	38	1	14	0	0	16.65385	2	55	2.554085
828										
829										
830	47	39	1	11	0	1	13.0641	1.833333	40	1.822497
831	44	42	1	12	0	0	13.17308	0	40	1.73056
832										
834	45	41	1	12	0	1	18.60256	2.333333	50	1.533011
835										
836	48	38	1	12	1	1	12.71795	10.41667	40	1.727592
837	52	34	1	12	1	1	7.692307	0	40	1.16909
839	49	38	1	12	0	0	18.41667	18.41667	40	1.990071
840										
841	50	36	1	12	0	0	14.37821	7.583333	40	1.430455
842	48	38	1	12	0	0	17.8782	4.666667	40	2.554085
843	46	40	1	12	0	1	10.36539	1.416667	40	.9841678
844										
845	44	42	1	12	0	0	11.11538	.0833333	20	1.430455
846	48	38	1	7	0	0	4.5	.75	37	1.156018
847	47	39	1	14	0	0	10.03205	2.333333	25	2.266836
848										
849										
850										
851										
852										
853	47	39	1	12	0	0	7.891026	6.833333	54	1.357884
855	52	34	1	12	0	0	15.03846	7.916667	20	1.837253
856	50	36	2	12	0	1	14.32692	.0833333	40	3.295577
857	52	34	2	12	0	0	16.66667	16.58333	40	1.990071
859										
860	48	38	1	14	0	0	16.8782	11.91667	40	2.318346
861										
862										
863	44	42	1	12	0	0	8.102564	1	33	1.571954
864										
866										
867	44	42	1	16	0	0	20.41667	20.41667	33	2.166662
868	47	39	1	8	1	0	7.634615	0	4	1.612777
869										
870	43	43	1	10	1	0	5.282052	1.416667	15	1.505563
871										
872	48	38	1	16	1	0	14.59615	2.5	40	2.224352
873										
874	47	40	1	12	0	1	5.147436	1.583333	40	1.461954
875	48	38	1	9	1	0	10.51923	.1666667	40	.7373081
876										
877	51	36	1	12	1	0	7.980769	1.333333	40	1.302621
878	49	37	1	14	1	0	14.55769	2.666667	20	1.978576
880	52	34	1	12	1	0	12.30128	8.25	40	2.241385
881	47	39	1	17	0	0	6.583333	6.583333	35	2.123602
882	51	35	1	12	0	1	12.91026	3	40	1.93968
884	46	40	1	12	0	0	9.923077	1.833333	40	1.860938
885	52	35	1	16	1	0	3.653846	1.5	20	1.351412
888										
889	44	42	1	12	1	0	6.711538	.0833333	30	1.168778
890										
891	50	36	1	12	0	0	12.41667	1.5	40	1.683546
895	49	37	1	10	1	1	8.884616	.5	25	1.087965
896										
897										
898	48	38	1	16	0	0	15.08333	15.08333	40	2.407276
899										
900	51	35	1	12	1	1	8.217949	.1666667	40	1.612777
901	52	34	1	12	1	0	5.897436	.8333333	44	1.029977
902										
903										
904	51	35	1	12	1	0	4.884615	2.916667	40	1.286584
905										
906										
907	48	38	1	18	0	0	16.33333	16.33333	40	2.585448
908	51	35	1	16	0	0	12.74359	6.333333	40	2.224352
909										
910	53	33	1	18	0	0	8.403846	.3333333	50	3.365449
911	46	40	1	12	1	0	9.339743	2.416667	43	1.279632
912										
913										
914										
915										
916	47	39	1	18	0	0	13.6859	3.166667	45	2.50614
917										
918										
919										
920	53	33	1	16	0	0	9.179487	1.666667	50	1.910408
922										
924	47	39	1	17	0	0	12.58333	11.33333	40	2.224352
925										
926										
927										
928										
929	43	43	1	18	0	0	16.20513	14.41667	40	2.42074
932	46	40	1	12	0	0	16.60897	10.5	35	1.766927
933	48	38	1	13	1	0	18.75641	7.416667	20	1.980886
934										
935	51	35	1	13	0	1	14.53205	9.25	40	1.796486
936										
937										
938	45	41	1	16	0	1	13.12179	1.916667	45	2.777489
939										
940	43	43	1	11	1	0	19	19	30	1.907931
941	47	39	1	12	0	0	15.85897	9.666667	30	1.406162
942	42	44	1	12	0	0	14.53846	13.5	20	1.207312
943										
944	43	43	1	12	1	0	5.301282	1	40	1.582318
945										
947	46	40	1	17	0	1	15.60256	15.33333	55	2.236037
948	48	38	1	14	0	1	11.94231	2.666667	40	2.005944
949	46	40	1	13	1	0	4.019231	2.416667	40	1.244125
950	48	38	1	9	1	0	13.82051	9.333333	40	1.900459
951	48	38	1	11	1	1	7.769231	2.083333	55	1.256101
952										
953	47	39	1	12	0	0	11.48077	.0833333	40	1.815717
954	48	38	1	17	0	0	5.634615	1	50	1.975102
955	51	35	1	12	0	0	3.057692	1.333333	40	1.653599
956										
957	48	38	1	12	1	0	10.94231	.3333333	12	1.207312
958										
959										
960	47	39	1	14	1	0	13.61539	.4166667	38	2.241624
961	48	38	1	13	1	0	14.34615	7.75	40	1.931231
962										
964	50	36	1	13	1	0	13.67308	8.666667	40	2.661848
965	44	42	1	13	1	0	14.10256	12.16667	44	1.884075
966										
967										
968	48	38	1	12	1	0	16.76923	10.58333	72	1.873858
969	46	40	1	12	0	1	12.51923	.5	24	2.586078
970	51	35	1	12	1	0	8.153846	6.75	44	1.488724
972	53	33	1	13	0	0	11.13462	4.833333	45	2.30342
973										
975										
976										
977	44	42	1	18	1	0	8.916667	3.416667	40	2.179982
978	43	43	1	10	1	0	7.961538	6.25	40	1.653599
