c1,c2,u,v,county,age,education,married,children,select,wagefull,wage,participation
.7827064168754229,-.578928011926077,.3913532084377114,.1392391053009995,1,46,12,0,3,44.070869,26.896238,26.896238,1
.5944789396908177,.2503659723306649,.2972394698454088,.5961056558522612,2,56,16,0,2,51.553268,31.766874,31.766874,1
-.1652605346635159,-1.818171661619754,-.0826302673317579,-1.408212957597322,3,28,10,0,3,16.801445,15.608437,,0
1.578844459829099,-2.959864379735418,.7894222299145494,-.9925440988349594,4,34,10,0,1,14.189471,27.273067,,0
.938772474714635,-2.144320003092809,.4693862373573175,-.8633087018946711,5,36,12,1,1,23.040295,25.832634,,0
-.1732504297271269,.4469420089514832,-.0866252148635635,.1957108474743215,6,39,12,1,5,56.948528,19.760498,19.760498,1
-.5692184283450654,.647521626773753,-.2846092141725327,.0596854397202041,7,55,12,1,0,36.716225,20.58469,20.58469,1
.4025352214252693,-1.659199967063147,.2012676107126346,-.8958211798270407,8,38,20,1,0,24.450146,31.015211,,0
-.3682730976647707,1.289446876450704,-.1841365488323853,.657184546113102,9,40,16,1,4,60.886215,22.790361,22.790361,1
1.482470674850934,-1.166171784127302,.7412353374254669,.214221528063168,0,24,12,0,0,21.170658,26.694824,,0
-.2217225703826664,2.16753227008499,-.1108612851913332,1.384228988254389,1,34,10,0,0,37.710747,16.469666,16.469666,1
.0402623267812509,-1.381406916464712,.0201311633906254,-.9532766293216725,2,38,10,1,0,16.260681,18.841574,,0
.3443046007166757,2.157001855011932,.1721523003583378,1.774931801682093,3,40,12,0,1,51.299183,23.065828,23.065828,1
-1.4099743431021,1.708701839540451,-.7049871715510502,.2222887826114165,4,28,12,1,3,42.867466,10.140154,10.140154,1
-.7475325874529199,-.8047830324493539,-.37376629372646,-1.097732628500909,5,48,10,1,1,23.527208,16.114805,,0
-.0667288061627707,.0013098639814426,-.0333644030813854,-.0460112309028909,6,41,16,1,3,47.847866,24.799627,24.799627,1
.2014165935061938,.3437732753915399,.1007082967530969,.3859697953608232,7,44,16,1,1,44.231636,27.008499,27.008499,1
-.5631563818307436,-1.138173214789294,-.2815781909153718,-1.204929121726956,8,44,16,1,2,30.14085,22.421062,22.421062,1
-1.7127016567504,.3811753900310751,-.8563508283752002,-.9339858296982441,9,43,20,1,1,30.99217,19.32379,19.32379,1
-.8580356584071304,-1.423159423604359,-.4290178292035652,-1.614874589792714,0,31,10,0,0,.52150494,12.051786,,0
1.004861183984156,-.9187143729298799,.5024305919920778,.054073859007167,1,44,10,1,1,35.748886,25.829166,25.829166,1
1.381460911411645,1.216820739839349,.6907304557058225,1.836470611497353,2,41,16,0,4,70.437645,33.488766,33.488766,1
.2729312487407492,-.2989423756970805,.1364656243703746,-.0204223816900778,3,35,12,1,4,47.754932,21.637587,21.637587,1
-.2562154741336183,1.273724193044127,-.1281077370668092,.724841969567987,4,31,20,0,2,46.098103,25.662706,25.662706,1
2.533179464275412,.717155620737698,1.266589732137706,2.291622863896344,5,31,12,1,0,53.899475,34.399078,34.399078,1
.1932469340265849,-2.352672856787867,.0966234670132924,-1.535818063567107,6,34,20,1,2,25.170183,28.959482,,0
-.7445255477588768,.5933982448684124,-.3722627738794384,-.1020975904012091,7,38,16,1,5,55.974831,20.132847,20.132847,1
-.3962558023593455,-.356159190303612,-.1981279011796727,-.5318353369994492,8,36,16,1,5,50.017975,21.822466,21.822466,1
2.030532699422904,.5155601165755773,1.015266349711452,1.794774094162482,9,42,16,1,1,60.337288,37.583195,37.583195,1
1.459989787152638,-1.990564071811663,.7299948935763191,-.3873898749881706,0,26,10,1,3,33.25132,24.959938,24.959938,1
1.071952844433951,.0006015271194707,.5359764222169755,.7545186113193453,1,31,12,0,3,45.454224,25.631718,25.631718,1
-2.623684596324729,.6729433895747493,-1.311842298162365,-1.36751432409876,2,30,10,0,3,18.089828,1.2578924,,0
-.1469473366551711,-1.496492322537399,-.0734736683275856,-1.166751187792716,3,27,16,1,3,28.798986,21.518316,,0
1.135735812980183,-.143746020936886,.5678679064900914,.6968178027428974,4,30,16,1,4,57.361813,29.814415,29.814415,1
-.2576674208636637,.0392665355875869,-.1288337104318319,-.1533603696285651,5,32,10,1,4,43.459675,15.853995,15.853995,1
-.7338608131477938,-.3299401508217738,-.3669304065738969,-.7507010292713019,6,54,12,1,1,31.591587,19.396835,19.396835,1
.7119254635768208,-.5234350637189846,.3559627317884104,.1288787098242694,7,35,20,1,0,35.546543,32.271553,32.271553,1
-1.142936324285588,-.2796008000026584,-.5714681621427941,-1.002704964143413,8,40,12,1,4,37.967541,14.142382,14.142382,1
-.0781488643086185,2.675218649838449,-.0390744321543093,1.8459811792047,9,43,16,1,0,56.351772,25.131107,25.131107,1
2.139875098276494,.123788694441769,1.069937549138247,1.593308711311878,0,34,10,0,2,50.219704,30.63925,30.63925,1
-.0979391403128771,.5358571847280357,-.0489695701564386,.3118717434583336,1,23,16,1,0,29.942461,21.012365,21.012365,1
-1.541630099671472,.8899736387397799,-.7708150498357359,-.4520995379414396,2,29,12,1,3,35.174805,9.5502195,9.5502195,1
.5926946212216391,.0037882920867818,.2963473106108195,.4196372638282376,3,26,10,1,1,32.935646,19.756168,19.756168,1
1.170666974714619,-1.209710158784114,.5853334873573095,-.0360618315314201,4,34,16,1,0,30.167257,30.824001,30.824001,1
-.7071289095910783,.4642358908484929,-.3535644547955392,-.1675702065407323,5,35,16,0,4,43.989159,19.757227,19.757227,1
-1.541256404489503,1.613614291718222,-.7706282022447513,.0623679279688475,6,39,12,1,0,30.348415,11.552462,11.552462,1
-.2318180889287078,-.6336250233550934,-.1159090444643539,-.6133193206619909,7,43,16,1,1,31.840168,24.209091,24.209091,1
-1.563314953464909,.9063901879748504,-.7816574767324547,-.4556890016008894,8,36,12,1,1,27.931732,10.82011,,0
1.805063478428821,.217758794209597,.9025317392144105,1.424550646480071,9,46,12,1,1,54.494606,33.03038,33.03038,1
.8461928813037511,-1.950117309590548,.4230964406518756,-.7904395065356972,0,35,10,0,2,22.014727,23.077158,,0
-1.968915854005079,.2296586932154873,-.9844579270025395,-1.221890644808326,1,45,10,0,0,10.837313,8.1865053,,0
1.648593258645946,.7698539694794528,.8242966293229731,1.706785676618333,2,52,16,0,1,58.281429,37.291561,37.291561,1
.7635726354969528,-1.21776312928687,.3817863177484764,-.328164479208736,3,39,10,1,0,24.162025,23.381435,,0
-.974219327829046,.228393630578179,-.487109663914523,-.5230462221471961,4,42,20,1,0,30.523445,23.554684,23.554684,1
1.240514857622517,-1.025776606827561,.6202574288112587,.1437738573948163,5,31,10,1,3,41.625286,24.643089,24.643089,1
.1502990577869935,-.6809196443219272,.0751495288934968,-.3781163756859214,6,57,16,1,2,45.262604,29.301794,29.301794,1
-.946629685614471,.5584938426338554,-.4733148428072355,-.2690750091174124,7,35,16,1,0,27.771099,18.320221,,0
-.5282357288682011,-.9172194783966887,-.2641178644341006,-1.023358035268618,8,36,16,1,1,24.119703,21.030586,,0
.3599318023484146,-.9112728721675365,.1799659011742073,-.3943295452370154,9,48,16,1,1,36.468044,28.75959,28.75959,1
-.2257643059566429,-.4827279320841376,-.1128821529783215,-.5018361841570916,0,23,10,0,0,10.677966,14.245414,,0
1.784521856908494,-.0447282388696304,.8922609284542469,1.223582107484144,1,22,10,1,0,35.982986,26.107132,26.107132,1
-.7964125402468856,.6982344833954119,-.3982062701234428,-.0641042161314432,2,25,10,0,4,36.730751,11.221525,11.221525,1
-.0094308539334193,.4038585354460915,-.0047154269667097,.2803394388503828,3,28,12,1,0,28.564074,18.543415,,0
.2257459784680868,.438977557984368,.1128729892340434,.4707351500634405,4,31,10,0,3,40.54882,18.554476,18.554476,1
-.1811065165532509,-.4698275966702642,-.0905532582766254,-.4612538606870476,5,32,10,1,0,19.764954,16.31336,,0
-.1861549775985978,-1.731748959587252,-.0930774887992989,-1.361501414988864,6,39,12,1,5,38.261982,19.683069,19.683069,1
-1.175617674296531,.8246055103940687,-.5878088371482655,-.2410685220724679,7,35,20,1,0,31.107178,20.946295,20.946295,1
-1.827032482340295,1.302631840425973,-.9135162411701475,-.3596460847714233,8,36,16,1,5,52.084248,13.237805,13.237805,1
1.224137847622447,.6828790934221067,.6120689238112237,1.346389634422667,9,50,12,1,4,70.156677,30.344828,30.344828,1
-.165076669830019,-1.41113545009444,-.0825383349150095,-1.118851818984116,0,21,10,0,0,2.4737782,14.20954,,0
.0484697508587284,.2940751221155357,.0242348754293642,.2430611222215284,1,49,10,1,4,55.016735,21.090818,21.090818,1
-.9306702503072303,-.2755999765116152,-.4653351251536151,-.8505383506932707,2,24,12,0,0,8.3935394,12.215979,,0
.220431648169117,1.1993239849555,.1102158240845585,1.007283625931507,3,27,20,0,2,47.887405,27.722589,27.722589,1
-.143121394197629,-.0486362640857399,-.0715606970988145,-.1352421663441907,4,33,20,0,2,36.577095,26.741272,26.741272,1
-.6734711915255709,.0045477965114165,-.3367355957627854,-.4705380397390479,5,50,12,1,1,33.353542,18.959173,18.959173,1
.7558310793192303,-.6388186701675267,.3779155396596152,.0777758940880705,6,40,16,1,0,33.933311,29.534986,29.534986,1
-.9310081519377137,-1.065942630812838,-.4655040759688568,-1.412377745397351,7,49,16,1,0,19.651466,21.213951,,0
.8953909116412532,-.448562993976724,.4476954558206266,.3111445165005003,8,49,16,1,3,55.333733,32.172344,32.172344,1
.9924216624183504,.6821292457905407,.4962108312091752,1.182850447836153,9,38,12,1,1,48.394207,26.554529,26.554529,1
.7238151819234196,-.3795468091622424,.3619075909617098,.2394869370957751,0,34,10,0,0,23.973843,22.142891,,0
.932168222570286,-.2907480292217778,.466084111285143,.4491565650953213,1,22,10,0,3,36.68988,20.99301,20.99301,1
1.940802002975074,-.7046749839602503,.9704010014875372,.8645761960419783,2,47,10,0,2,46.674915,32.044811,32.044811,1
.4427757352229452,-.5280514005615533,.2213878676114726,-.0637414588139767,3,30,12,0,1,25.235102,21.656654,,0
-1.605944460783861,-.4755496505340956,-.8029722303919307,-1.467656582010332,4,52,10,0,3,25.688122,11.764333,,0
1.167480491282783,-.3057662265865175,.5837402456413917,.6040210461398073,5,30,16,1,0,36.248253,30.004883,30.004883,1
1.182369820815523,-.5331809695369358,.5911849104077617,.4528989355726399,6,36,12,1,4,53.834785,27.294218,27.294218,1
.2140044434170495,.7248168674228607,.1070022217085248,.6655869817832872,7,46,20,1,0,46.387043,31.484026,31.484026,1
.632373020803319,.7877287413027522,.3161865104016595,1.00460240522727,8,38,16,1,1,49.25523,28.394238,28.394238,1
.1171877756325463,-1.348467588453822,.0585938878162731,-.8757555321597801,9,47,12,1,0,22.290934,23.103127,,0
-.4176293119029392,.4034358145161917,-.2088146559514696,-.0071180250887702,0,25,10,0,1,22.414583,13.494225,,0
-.1245192190419419,1.845360721030822,-.062259609520971,1.223680376939943,1,22,10,0,3,45.984165,14.652884,14.652884,1
-.8451156739095135,-1.235775931194445,-.4225578369547567,-1.472634750394662,2,25,10,0,1,4.828383,10.929306,,0
-1.299990827145078,-.0327132245267436,-.6499954135725391,-.9377553807852788,3,27,12,1,4,33.546936,10.600055,10.600055,1
-2.178985243650313,.7509037066827025,-1.089492621825157,-.9992827564553276,4,29,12,1,1,18.608606,5.7260885,,0
.7323660701290462,-1.584231203861834,.3661830350645231,-.6105223804291248,5,33,10,1,0,18.373732,21.994196,,0
1.462657793798051,.1501392833853908,.7313288968990255,1.135628006151568,6,33,16,1,1,48.827538,32.375946,32.375946,1
1.277713671230825,-.4851415037314288,.6388568356154127,.5541067592210824,7,35,16,1,4,57.649281,31.666283,31.666283,1
-1.941066221353218,-1.256366970836902,-.9705331106766089,-2.25823927479953,8,36,12,1,3,16.301128,8.5536022,,0
-.6980847358813649,-1.042337857909778,-.3490423679406824,-1.231749050060829,9,39,20,1,0,20.819012,24.611492,,0
-1.222074973121273,-1.641893233812828,-.6110374865606367,-2.026394730975271,0,21,10,1,0,-3.4167368,7.8675504,,0
-1.211393844215792,.4168373835093838,-.6056969221078958,-.5559880137361242,1,28,10,1,0,17.028143,9.3316374,,0
-.871072787492276,1.572577527152504,-.435536393746138,.5046649126083457,2,28,12,1,0,31.25598,13.373563,13.373563,1
-2.228246875379158,-1.312970820726259,-1.114123437689579,-2.500485022030224,3,30,12,0,1,-4.0058203,5.6305189,,0
-.498725054599036,1.261231810369552,-.249362527299518,.5453658971542729,4,45,12,1,1,43.544392,19.00765,19.00765,1
.8977277398264192,-.3748748624692904,.4488638699132096,.3651497279337504,5,36,10,1,2,41.281796,23.586367,23.586367,1
.5548782262393274,-.0654883819835752,.2774391131196637,.3438077857057126,6,32,12,1,4,50.925694,22.729269,22.729269,1
1.200981518055484,-.6724753753692548,.6004907590277418,.3670119645349484,7,34,10,1,0,30.504143,25.00589,25.00589,1
-.367557166302088,.1531804492256656,-.183778583151044,-.1497200215950941,8,46,16,1,3,48.603359,23.994658,23.994658,1
-.667963106105286,-2.670174538841738,-.333981553052643,-2.367267462184531,9,48,12,1,1,9.7927904,18.592222,,0
-.1537387239626776,-1.035553961642751,-.0768693619813388,-.843995169424003,0,20,16,1,1,19.872059,20.077568,,0
-2.34972012427351,-.9346329169409813,-1.174860062136755,-2.317098968879205,1,37,10,0,1,-.50518763,4.3016791,,0
.1550731700963105,-.4922469462694022,.0775365850481552,-.2406908635175625,2,31,12,1,3,38.511711,20.13044,20.13044,1
1.612314218216435,-.1048471599237616,.8061571091082176,1.059719171852095,3,41,10,0,2,46.616631,28.873886,28.873886,1
-.6732441557522427,.265901800645763,-.3366220778761214,-.2846653955775967,4,28,12,1,4,41.784016,14.560535,14.560535,1
.2556902501678315,-.8857316702056099,.1278451250839157,-.4495117210957679,5,31,16,1,3,39.005859,24.734142,24.734142,1
-.1372804621510851,.6748593956515024,-.0686402310755425,.3829683303904632,6,41,10,1,0,33.495621,18.376318,18.376318,1
.5227690083855008,-.0559213357733714,.2613845041927504,.3280179308814724,7,35,16,1,0,34.936214,27.136614,27.136614,1
.298553878300838,-.9743510701689099,.149276939150419,-.4823294381815579,8,36,12,1,5,47.612045,21.991323,21.991323,1
-1.006327372930124,.1516713082934792,-.5031636864650622,-.6001507521262169,9,39,12,1,1,27.398191,14.762035,,0
-.1375339480947973,.52353991612668,-.0687669740473987,.2752654125945147,0,23,10,1,0,25.003185,14.774796,,0
.0478246907663038,-.4728844703615094,.0239123453831519,-.3023788142800048,1,26,10,1,1,24.271454,16.486948,,0
-1.384411727125461,1.982531253588394,-.6922058635627306,.4348491308650824,2,41,12,0,4,50.618191,12.89353,12.89353,1
.5325762261857386,-1.22712138891373,.2662881130928693,-.4973142874836687,3,31,10,1,0,18.932228,20.395458,,0
-1.494403916467192,.0199400873583289,-.7472019582335959,-1.037105584025993,4,51,10,1,0,20.454733,12.233577,,0
-.5010990273854595,-1.105126413219501,-.2505495136927298,-1.137790976938381,5,31,12,1,2,22.746508,16.193405,,0
-2.021717829788715,-.2214807254060525,-1.010858914894357,-1.579606124596434,6,33,12,1,0,8.2447262,7.4696932,,0
-.160545950974841,.2062085760677925,-.0802729754874205,.0335877559354969,7,48,10,1,0,32.103054,19.636724,19.636724,1
.035872668509223,-.8144126233672992,.0179363342546115,-.55346983136816,8,49,12,1,3,41.958363,23.015236,23.015236,1
.6736832602822739,-.4762746429929793,.3368416301411369,.1354875582893625,9,47,12,1,5,59.42585,26.442099,26.442099,1
.096437140838316,2.283556662778952,.048218570419158,1.69049075298963,0,41,12,0,1,50.68589,21.778624,21.778624,1
-.1786520638166853,-.0278682237574056,-.0893260319083427,-.145479721748783,1,43,10,1,1,32.954243,18.528088,18.528088,1
-1.308311254240464,-.2544788000389027,-.6541556271202321,-1.101190771069095,2,46,10,1,0,17.685711,12.350133,,0
1.66553607465303,.0920167298946777,.8327680373265152,1.237046919556889,3,36,10,0,1,41.744564,28.193216,28.193216,1
-.3946381230626163,-.0528216250263652,-.1973190615313082,-.3151517317737483,4,30,16,0,1,25.21818,20.632172,,0
.7063722677638951,-.5098992779965489,.3531861338819475,.1345904385253436,5,37,16,1,1,38.415085,28.638233,28.638233,1
1.733467528380687,-.4701251405230168,.8667337641903433,.8853881703784369,6,40,12,1,4,60.624657,31.400805,31.400805,1
-.9567451257332086,.9951292811686381,-.4783725628666043,.0340734530677263,7,41,16,1,2,43.80888,19.45953,19.45953,1
.4716316572908742,.0737181463157131,.2358158286454371,.3841633475456418,8,37,12,1,3,48.409962,23.22979,23.22979,1
.9465928312623884,-1.711607837323389,.4732964156311942,-.5503306685490496,9,40,16,1,2,36.39603,30.679558,30.679558,1
1.141373946893773,.0014019225142546,.5706869734468863,.803923311351768,0,23,16,0,3,45.84708,28.448244,28.448244,1
.7690976378815813,-.8762036637188776,.3845488189407906,-.0815724547539891,1,30,10,1,1,28.52113,21.614586,,0
-1.210585649228518,-.8399769345727872,-.6052928246142588,-1.448486597614667,2,31,16,1,0,12.018161,15.936486,,0
.7152463070982588,-1.469161708858363,.3576231535491294,-.5407996094861045,3,40,16,0,1,26.510405,29.291477,,0
-.3878652003376907,.133956315994602,-.1939326001688453,-.1776664844981286,4,40,10,1,2,36.368004,16.67281,16.67281,1
-.131312886951969,-.288349772720831,-.0656564434759845,-.2972708129482277,5,56,20,1,0,38.832748,31.412123,31.412123,1
-.3423879955414776,.3114056444000328,-.1711939977707388,-.0195824986760502,6,37,20,1,0,34.56501,26.345673,26.345673,1
.4916338629236263,.0761550097369466,.2458169314618131,.399965969739322,7,42,20,1,0,41.59959,32.349804,32.349804,1
.5953115574625895,-.2520008301075434,.2976557787312947,.2397195744804018,8,42,20,1,2,49.676636,32.97187,32.97187,1
-.299676219919379,1.57376047010595,-.1498381099596895,.9074682360076046,9,41,16,1,0,44.289619,23.401943,23.401943,1
-.4906123057697208,.2772558690757346,-.2453061528848604,-.1481206255328894,0,49,10,0,0,25.322552,17.856327,,0
.8690344108830069,.3815613650857875,.4345172054415035,.8824731717159048,1,38,10,0,1,38.289677,23.814207,23.814207,1
.0337125616418518,1.846019268471417,.0168562808209259,1.335460304171069,2,25,12,0,1,40.025524,18.202276,18.202276,1
.6321001632744228,-.3696375521932921,.3160500816372114,.1820091068929489,3,27,12,1,0,26.98411,22.1926,,0
1.03328510882186,-.1531359747294158,.5166425544109301,.6180740613424023,4,30,12,0,1,33.416889,25.199711,25.199711,1
2.045253922931547,-.5774155901858736,1.022626961465774,1.028483408747138,5,42,16,1,2,56.1418,37.671524,37.671524,1
-.257395186921419,1.432293319914866,-.1286975934607095,.8366881234905963,6,42,12,1,0,40.840256,19.855629,19.855629,1
1.301080997497986,1.094443919855073,.6505404987489932,1.692966893499261,7,44,12,1,1,56.915604,29.606485,29.606485,1
.1055319876087499,-.9656519583700784,.052765993804375,-.6119339449171999,8,36,12,1,0,21.056793,20.833193,,0
.7442067019117659,-.1228821974728151,.3721033509558829,.4362125872975938,9,54,12,1,2,50.834553,28.26524,28.26524,1
-.3378902587058211,-.7962604517827377,-.1689451293529105,-.8035038403135709,0,38,10,0,1,18.057955,16.572659,,0
-.034729380918336,-1.315693692707957,-.017364690459168,-.9593368584334926,1,22,12,0,2,16.287958,17.191624,,0
-.8219428788856886,-1.529585723827668,-.4109714394428443,-1.665108651571873,2,50,10,0,1,12.518696,16.068342,,0
-.2899177777710885,-.9471471160060358,-.1449588888855442,-.876973484357737,3,29,10,1,1,18.576319,15.060493,,0
.1492641338110478,1.700129626045065,.0746320669055239,1.313081591594027,4,28,12,1,2,50.956978,19.495584,19.495584,1
.7276893457342803,-.0140336361091589,.3638446728671402,.5019386648489955,5,30,10,1,0,30.523264,21.366137,21.366137,1
-.1582112033163066,-2.225748922883354,-.0791056016581533,-1.692870188383885,6,32,16,1,3,24.485558,22.450733,,0
1.693967154527326,-1.374719283935225,.8469835772636629,.2148141624994994,7,47,20,1,0,41.377769,40.563805,40.563805,1
-.0057256136362163,-2.002002314038689,-.0028628068181082,-1.426610641858756,8,39,16,1,1,20.480673,24.765646,,0
-1.408460240935711,-.7566595690073151,-.7042301204678555,-1.528482614994198,9,40,12,1,5,36.658207,12.549238,12.549238,1
-.1885097895430601,.3580591540971044,-.09425489477153,.1218179017001499,0,21,10,0,0,17.361814,14.068941,,0
-1.229789274027631,.2364824215887382,-.6148946370138156,-.6970853544383042,1,40,10,1,2,30.134975,11.621264,11.621264,1
.3756227507747945,-.7010814645824106,.1878113753873972,-.2339335556361379,2,31,16,1,4,46.592796,25.453737,25.453737,1
-.19985828499495,.2071337853917372,-.099929142497475,.0065899781477306,3,26,10,0,3,32.97908,15.000851,15.000851,1
.5049815273810319,-.1931480788491004,.2524907636905159,.2179943165771982,4,30,10,1,0,27.115932,20.02989,,0
-1.955620946655183,-.2517081792758804,-.9778104733275915,-1.554587696500462,5,40,12,1,4,31.344948,9.2662745,9.2662745,1
-2.284905710381833,-.1737256990617465,-1.142452855190917,-1.73081824343069,6,34,12,1,0,6.8301811,6.0905657,,0
-.805228456680557,-.8534051508080606,-.4026142283402785,-1.172870089659201,7,34,16,1,3,31.525558,18.96863,18.96863,1
-.3479915216890698,-.2342180031908397,-.1739957608445349,-.4112336906686621,8,47,16,1,1,35.865196,24.312052,24.312052,1
-1.894597483494024,1.359849749949739,-.9472987417470122,-.366518417834091,9,39,16,1,1,33.201778,13.432415,13.432415,1
1.023155008062705,.5439466235260686,.5115775040313526,1.106280754985064,0,26,16,0,3,50.675369,28.33893,28.33893,1
1.888794175997524,-1.098634003983987,.9443970879987622,.5480506275497208,1,24,10,0,3,38.676609,27.132765,27.132765,1
.1448690273466207,.2027192807464817,.0724345136733103,.2459598924020719,2,36,10,0,0,24.851519,19.069214,,0
.8315136823136713,-.0824127976790122,.4157568411568356,.5263875426119287,3,26,10,0,0,24.21665,21.189081,,0
-.3284894127641987,-1.056007328917951,-.1642447063820993,-.9814615256956627,4,35,16,1,1,24.222462,22.029064,,0
