chnimp,bchlimp,befile6,affile6,afdec6,befile12,affile12,afdec12,chempi,gas,rtwex,spr,sum,fall,lchnimp,lgas,lrtwex,lchempi,t,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,percchn
400.54001,14210.78,0,0,0,0,0,0,119.5,8659999744,110.35,0,1,0,5.9928136,22.881981,4.7036572,4.7833161,43,0,0,0,0,0,0,1,0,0,0,0,2.8185644
876.83398,15190.78,0,0,0,0,0,0,117.9,8320000000,106.16,0,0,1,6.7763176,22.841928,4.6649475,4.7698369,44,0,0,0,0,0,0,0,1,0,0,0,5.7721457
535.99298,14593.67,0,0,0,0,0,0,113.8,8440000000,103.99,0,0,1,6.284121,22.856249,4.6442947,4.7344427,45,0,0,0,0,0,0,0,0,1,0,0,3.6727772
815.95551,14044.22,0,0,0,0,0,0,111.5,8329999872,101.81,0,0,1,6.70436,22.84313,4.6231084,4.7140245,46,0,0,0,0,0,0,0,0,0,1,0,5.8099027
771.81299,10431.43,0,0,0,0,0,0,107.9,8650000384,102.38,0,0,0,6.6487422,22.880825,4.6286912,4.6812048,47,0,0,0,0,0,0,0,0,0,0,1,7.3989186
352.87299,13228.84,0,0,0,0,0,0,107.2,8080000000,103.62,0,0,0,5.8661079,22.812658,4.6407304,4.6746964,48,0,0,0,0,0,0,0,0,0,0,0,2.6674523
431.93399,12801.71,0,0,0,0,0,0,109.7,6979999744,106.68,0,0,0,6.0682726,22.666315,4.6698337,4.6977491,49,1,0,0,0,0,0,0,0,0,0,0,3.3740335
1211.452,16403.34,0,0,0,0,0,0,109.2,7849999872,107.97,1,0,0,7.099575,22.783779,4.6818533,4.693181,50,0,1,0,0,0,0,0,0,0,0,0,7.3853984
575.91748,13591.7,0,0,0,0,0,0,108.2,7720000000,109.05,1,0,0,6.3559642,22.76708,4.6918063,4.6839814,51,0,0,1,0,0,0,0,0,0,0,0,4.2372732
1491.6219,16239.28,0,0,0,0,0,0,105.5,8270000128,106.35,1,0,0,7.3076196,22.835901,4.6667356,4.658711,52,0,0,0,1,0,0,0,0,0,0,0,9.1852713
380.29199,20010.461,0,0,0,0,0,0,105.3,8560000000,112.72,0,1,0,5.9409394,22.870365,4.7249069,4.6568136,53,0,0,0,0,1,0,0,0,0,0,0,1.900466
391.5965,16873.131,0,0,0,0,0,0,105.8,8869999616,114.8,0,1,0,5.970232,22.905941,4.7431917,4.6615505,54,0,0,0,0,0,1,0,0,0,0,0,2.3208289
505.51199,15379.57,0,0,0,0,0,0,106.6,8440000000,115.27,0,1,0,6.2255716,22.856249,4.7472773,4.6690836,55,0,0,0,0,0,0,1,0,0,0,0,3.2869058
341.022,10551.65,0,0,0,0,0,0,107,8259999744,115.99,0,0,1,5.8319468,22.83469,4.7535038,4.6728287,56,0,0,0,0,0,0,0,1,0,0,0,3.2319305
372.57651,20755.381,0,0,0,1,0,0,105.8,8169999872,117.74,0,0,1,5.9204426,22.823734,4.7684789,4.6615505,57,0,0,0,0,0,0,0,0,1,0,0,1.7950839
483.35901,18066.199,0,0,0,1,0,0,105.1,7929999872,118.18,0,0,1,6.1807594,22.793919,4.7722087,4.6549125,58,0,0,0,0,0,0,0,0,0,1,0,2.675488
224.047,17886.76,0,0,0,1,0,0,106.8,8529999872,112.71,0,0,0,5.4118557,22.866856,4.7248182,4.670958,59,0,0,0,0,0,0,0,0,0,0,1,1.2525858
532.39398,19134.02,0,0,0,1,0,0,107.7,7870000128,110.89,0,0,0,6.2773838,22.786324,4.7085385,4.6793494,60,0,0,0,0,0,0,0,0,0,0,0,2.7824471
239.1405,17455.141,0,0,0,1,0,0,110.3,6899999744,112.52,0,0,0,5.4770513,22.654787,4.7231312,4.7032042,61,1,0,0,0,0,0,0,0,0,0,0,1.3700291
689.45349,18215.721,0,0,0,1,0,0,112.1,7699999744,112.97,1,0,0,6.5358992,22.764486,4.7271223,4.7193913,62,0,1,0,0,0,0,0,0,0,0,0,3.7849367
318.01199,20764.83,1,0,0,1,0,0,113.6,7840000000,114.12,1,0,0,5.7620893,22.782505,4.7372503,4.7326837,63,0,0,1,0,0,0,0,0,0,0,0,1.5314933
1048.036,28414.789,1,0,0,1,0,0,115,8350000128,114.46,1,0,0,6.9546733,22.845528,4.7402253,4.7449322,64,0,0,0,1,0,0,0,0,0,0,0,3.6883469
945.72949,18819.391,1,0,0,1,0,0,117,8409999872,117.35,0,1,0,6.8519564,22.852688,4.765161,4.7621741,65,0,0,0,0,1,0,0,0,0,0,0,5.0252929
295.37201,11737.22,1,0,0,1,0,0,119,8769999872,118.63,0,1,0,5.6882358,22.894602,4.7760096,4.7791233,66,0,0,0,0,0,1,0,0,0,0,0,2.5165415
319.45801,12520.28,1,0,0,1,0,0,120,8560000000,121.49,0,1,0,5.7666259,22.870365,4.7998319,4.7874918,67,0,0,0,0,0,0,1,0,0,0,0,2.5515244
855.13702,16988.23,1,0,0,1,0,0,122.1,8329999872,121.35,0,0,1,6.7512617,22.84313,4.7986789,4.8048406,68,0,0,0,0,0,0,0,1,0,0,0,5.0337029
671.80701,15835.78,0,0,0,0,0,0,124.5,8089999872,118.99,0,0,1,6.5099711,22.813894,4.7790394,4.8243055,69,0,0,0,0,0,0,0,0,1,0,0,4.2423358
657.93152,17282.949,0,1,0,0,1,0,123,8390000128,121.41,0,0,1,6.4891009,22.850306,4.7991734,4.8121843,70,0,0,0,0,0,0,0,0,0,1,0,3.8068244
847.95947,26960.51,0,1,0,0,1,0,121.1,8240000000,123.72,0,0,0,6.7428327,22.832266,4.8180208,4.7966166,71,0,0,0,0,0,0,0,0,0,0,1,3.1451907
849.87347,25137.689,0,1,0,0,1,0,120.7,7880000000,125.86,0,0,0,6.7450876,22.787594,4.8351703,4.7933083,72,0,0,0,0,0,0,0,0,0,0,0,3.3808734
852.93048,19807.49,0,1,0,0,1,0,122.5,7729999872,122.65,0,0,0,6.7486782,22.768375,4.8093348,4.8081112,73,1,0,0,0,0,0,0,0,0,0,0,4.3061008
435.83701,32134.6,0,1,0,0,1,0,122.6,8320000000,119.03,1,0,0,6.0772681,22.841928,4.7793756,4.8089271,74,0,1,0,0,0,0,0,0,0,0,0,1.3562858
204.7075,22954.551,0,1,0,0,1,0,124.4,8249999872,120.83,1,0,0,5.3215823,22.833479,4.7943845,4.8235021,75,0,0,1,0,0,0,0,0,0,0,0,.89179486
241.5675,24438.789,0,0,0,0,1,0,124.2,8689999872,124.5,1,0,0,5.4871488,22.885439,4.8243055,4.8218932,76,0,0,0,1,0,0,0,0,0,0,0,.98845941
244.138,19057.439,0,0,0,0,1,0,125.9,8380000256,125.01,0,1,0,5.4977336,22.849113,4.8283939,4.8354878,77,0,0,0,0,1,0,0,0,0,0,0,1.281064
656.40149,26784.34,0,0,0,0,1,0,126.4,8480000000,129.89,0,1,0,6.4867725,22.860977,4.8666878,4.8394513,78,0,0,0,0,0,1,0,0,0,0,0,2.4506912
588.09747,37244.379,0,0,0,0,1,0,126.2,8419999744,131.03999,0,1,0,6.3768926,22.853876,4.8755026,4.8378677,79,0,0,0,0,0,0,1,0,0,0,0,1.5790235
1128.444,28129.359,0,0,0,0,1,0,125.8,8270000128,136.21001,0,0,1,7.028595,22.835901,4.9141979,4.8346934,80,0,0,0,0,0,0,0,1,0,0,0,4.0116234
1328.967,37253.469,0,0,0,0,1,0,124.3,8360000000,137.5,0,0,1,7.1921573,22.846724,4.923624,4.8226981,81,0,0,0,0,0,0,0,0,1,0,0,3.5673645
227.06351,18289.359,0,0,1,0,0,1,125.5,8480000000,134.71001,0,0,1,5.4252295,22.860977,4.9031243,4.8323059,82,0,0,0,0,0,0,0,0,0,1,0,1.2415061
583.26099,14795.91,0,0,1,0,0,1,124.9,8499999744,138.48,0,0,0,6.3686347,22.863333,4.9307261,4.8275132,83,0,0,0,0,0,0,0,0,0,0,1,3.9420419
499.89349,25700.26,0,0,1,0,0,1,125.7,7689999872,141.3,0,0,0,6.214395,22.763187,4.9508853,4.8338981,84,0,0,0,0,0,0,0,0,0,0,0,1.9450912
165.34599,25240.311,0,0,1,0,0,1,125.8,6960000000,146.45,0,0,0,5.1080403,22.663445,4.9866838,4.8346934,85,1,0,0,0,0,0,0,0,0,0,0,.65508699
1057.972,24854.939,0,0,1,0,0,1,126.5,7889999872,145.85001,1,0,0,6.9641094,22.788862,4.9825788,4.8402424,86,0,1,0,0,0,0,0,0,0,0,0,4.2565866
465.82251,24119.289,0,0,1,0,0,1,125.8,8000000000,137.72,1,0,0,6.1438046,22.802708,4.9252229,4.8346934,87,0,0,1,0,0,0,0,0,0,0,0,1.9313277
349.40399,27244.98,0,0,0,0,0,1,126.7,8529999872,138.2,1,0,0,5.8562288,22.866856,4.9287019,4.8418221,88,0,0,0,1,0,0,0,0,0,0,0,1.2824527
466.82401,30912.42,0,0,0,0,0,1,126.4,8560000000,136.33,0,1,0,6.1459522,22.870365,4.9150786,4.8394513,89,0,0,0,0,1,0,0,0,0,0,0,1.5101503
717.047,23173.529,0,0,0,0,0,1,126.4,8849999872,130.14,0,1,0,6.5751414,22.903683,4.8686109,4.8394513,90,0,0,0,0,0,1,0,0,0,0,0,3.0942502
826.758,29031.439,0,0,0,0,0,1,128.2,8910000128,127.31,0,1,0,6.7175121,22.91044,4.8466249,4.8535914,91,0,0,0,0,0,0,1,0,0,0,0,2.8478024
1571.736,19400.51,0,0,0,0,0,1,129,7990000128,128.87,0,0,1,7.3599358,22.801456,4.8588042,4.8598123,92,0,0,0,0,0,0,0,1,0,0,0,8.1015186
542.99249,29887.711,0,0,0,0,0,1,127.9,8300000256,121.05,0,0,1,6.2970953,22.839521,4.7962036,4.8512487,93,0,0,0,0,0,0,0,0,1,0,0,1.8167751
670.79352,20670.631,0,0,0,0,0,0,128,8190000128,118.75,0,0,1,6.5084615,22.82618,4.7770205,4.8520303,94,0,0,0,0,0,0,0,0,0,1,0,3.2451527
430.27551,34375.25,0,0,0,0,0,0,128.3,8679999488,116.77,0,0,0,6.0644259,22.884287,4.7602062,4.8543711,95,0,0,0,0,0,0,0,0,0,0,1,1.2517015
524.86249,19555.82,0,0,0,0,0,0,131.7,8520000000,114.76,0,0,0,6.2631364,22.865683,4.7428432,4.8805265,96,0,0,0,0,0,0,0,0,0,0,0,2.6839197
317.75,27362.23,0,0,0,0,0,0,132,7440000000,109.82,0,0,0,5.7612648,22.730137,4.6988425,4.882802,97,1,0,0,0,0,0,0,0,0,0,0,1.1612723
442.81949,31952.5,0,0,0,0,0,0,130.2,7920000000,106.77,1,0,0,6.0931621,22.792658,4.6706772,4.8690715,98,0,1,0,0,0,0,0,0,0,0,0,1.3858681
322.63251,19578.16,0,0,0,0,0,0,132.8,8220000256,105.93,1,0,0,5.7765141,22.829836,4.6627784,4.8888445,99,0,0,1,0,0,0,0,0,0,0,0,1.6479205
742.07953,26605.789,0,0,0,0,0,0,131.5,9269999616,103.87,1,0,0,6.6094565,22.950048,4.6431403,4.8790069,100,0,0,0,1,0,0,0,0,0,0,0,2.7891657
665.36603,20034.42,0,0,0,0,0,0,134.2,8990000128,104.91,0,1,0,6.5003371,22.919378,4.6531029,4.8993311,101,0,0,0,0,1,0,0,0,0,0,0,3.3211145
737.26703,33408.488,0,0,0,0,0,0,134.10001,9130000384,101.91,0,1,0,6.6029501,22.934832,4.6240902,4.8985858,102,0,0,0,0,0,1,0,0,0,0,0,2.2068255
1065.2111,20967.311,0,0,0,0,0,0,134.39999,9310000128,99.419998,0,1,0,6.9709282,22.954355,4.5993533,4.9008203,103,0,0,0,0,0,0,1,0,0,0,0,5.0803418
547.32849,26526.84,0,0,0,0,0,0,133.89999,8739999744,99.209999,0,0,1,6.3050489,22.891176,4.597239,4.8970933,104,0,0,0,0,0,0,0,1,0,0,0,2.0633008
1258.407,28304.02,0,0,0,0,0,0,133.89999,8679999488,98.639999,0,0,1,7.1376019,22.884287,4.5914769,4.8970933,105,0,0,0,0,0,0,0,0,1,0,0,4.4460363
976.51648,17168.15,0,0,0,0,0,0,132.3,8700000256,99.830002,0,0,1,6.8839917,22.886589,4.6034689,4.8850722,106,0,0,0,0,0,0,0,0,0,1,0,5.6879539
1192.684,12874.3,0,0,0,0,0,0,134.2,9070000128,98.559998,0,0,0,7.0839615,22.928238,4.5906653,4.8993311,107,0,0,0,0,0,0,0,0,0,0,1,9.2640686
1047.239,16153.36,0,0,0,0,0,0,136.39999,8739999744,93.849998,0,0,0,6.9539123,22.891176,4.541698,4.9155917,108,0,0,0,0,0,0,0,0,0,0,0,6.4831033
944.78748,15638.68,0,0,0,0,0,0,135.7,7520000000,92.459999,0,0,0,6.8509598,22.740831,4.5267763,4.9104466,109,1,0,0,0,0,0,0,0,0,0,0,6.0413508
840.02948,18391.83,0,0,0,0,0,0,135.3,8569999872,92.25,1,0,0,6.7334371,22.871534,4.5245023,4.9074945,110,0,1,0,0,0,0,0,0,0,0,0,4.5674057
578.91748,18786.789,0,0,0,0,0,0,137.3,8670000128,90.510002,1,0,0,6.3611598,22.883135,4.5054603,4.9221683,111,0,0,1,0,0,0,0,0,0,0,0,3.0815136
828.11951,17661.711,0,0,0,0,0,0,138.10001,8920000512,89.739998,1,0,0,6.7191577,22.911562,4.4969168,4.927978,112,0,0,0,1,0,0,0,0,0,0,0,4.6887841
1010.057,17623.77,0,0,0,0,0,0,139.3,8979999744,91.580002,0,1,0,6.9177623,22.918266,4.5172129,4.9366298,113,0,0,0,0,1,0,0,0,0,0,0,5.7312202
1546.483,18482.4,0,0,0,0,0,0,140.8,9200000000,93.190002,0,1,0,7.3437386,22.942469,4.5346403,4.9473405,114,0,0,0,0,0,1,0,0,0,0,0,8.3673277
1160.158,21132.42,0,0,0,0,0,0,142.3,9059999744,93.599998,0,1,0,7.0563116,22.927135,4.5390306,4.9579377,115,0,0,0,0,0,0,1,0,0,0,0,5.4899435
862.67999,16421.52,0,0,0,0,0,0,142.39999,8769999872,91.809998,0,0,1,6.7600436,22.894602,4.519721,4.9586401,116,0,0,0,0,0,0,0,1,0,0,0,5.2533507
692.297,16128.66,0,0,0,0,0,0,141.5,8709999616,91.239998,0,0,1,6.5400152,22.887737,4.5134935,4.9522996,117,0,0,0,0,0,0,0,0,1,0,0,4.2923403
451.384,14769.44,0,0,0,0,0,0,144.39999,8730000384,86.360001,0,0,1,6.1123185,22.890032,4.4585247,4.9725871,118,0,0,0,0,0,0,0,0,0,1,0,3.0562024
766.40149,34192.18,0,0,0,0,0,0,147.10001,9159999488,83.699997,0,0,0,6.641706,22.938112,4.4272389,4.9911127,119,0,0,0,0,0,0,0,0,0,0,1,2.2414525
1794.516,17537.23,0,0,0,0,0,0,147.89999,8780000256,84.379997,0,0,0,7.4924908,22.895742,4.4353304,4.9965363,120,0,0,0,0,0,0,0,0,0,0,0,10.232608
972.80103,25518.91,0,0,0,0,0,0,145.39999,8220000256,86.099998,0,0,0,6.8801794,22.829836,4.4555092,4.9794884,121,1,0,0,0,0,0,0,0,0,0,0,3.812079
738.50848,36649.191,0,0,0,0,0,0,146.39999,8739999744,84.919998,1,0,0,6.6046324,22.891176,4.4417095,4.9863424,122,0,1,0,0,0,0,0,0,0,0,0,2.0150745
786.18048,18668,0,0,0,0,0,0,148.89999,8730000384,84.18,1,0,0,6.6671863,22.890032,4.4329572,5.0032749,123,0,0,1,0,0,0,0,0,0,0,0,4.2113805
849.065,19710.66,0,0,0,0,0,0,149.10001,8949999616,85.029999,1,0,0,6.7441359,22.914919,4.4430041,5.0046172,124,0,0,0,1,0,0,0,0,0,0,0,4.3076439
895.42047,38521.531,0,0,0,0,0,0,150.5,8830000128,87.959999,0,1,0,6.7972932,22.901421,4.476882,5.0139632,125,0,0,0,0,1,0,0,0,0,0,0,2.3244674
814.36151,19679.381,0,0,0,0,0,0,153.39999,9360000000,91.959999,0,1,0,6.7024045,22.959711,4.5213537,5.0330486,126,0,0,0,0,0,1,0,0,0,0,0,4.1381459
589.422,31686.859,0,0,0,0,0,0,154.8,9420000256,93.760002,0,1,0,6.3791423,22.966101,4.5407386,5.0421338,127,0,0,0,0,0,0,1,0,0,0,0,1.8601465
529.73352,16370.34,0,0,0,0,0,0,155.3,8789999616,93.699997,0,0,1,6.2723742,22.896881,4.5400982,5.0453587,128,0,0,0,0,0,0,0,1,0,0,0,3.2359347
968.03748,15653.96,0,0,0,0,0,0,156.7,8990000128,90.93,0,0,1,6.8752708,22.919378,4.5100899,5.0543332,129,0,0,0,0,0,0,0,0,1,0,0,6.1839781
794.06,45716.609,0,0,0,0,0,0,157.5,8920000512,87.760002,0,0,1,6.6771588,22.911562,4.474606,5.0594254,130,0,0,0,0,0,0,0,0,0,1,0,1.736918
1087.806,29580.5,0,0,0,0,0,0,159,9539999744,87.779999,0,0,0,6.9919181,22.97876,4.4748335,5.0689044,131,0,0,0,0,0,0,0,0,0,0,1,3.677443
